Idiom,WiktionaryURL,Pos,Neg,Neu,Inapprop.,Total,%Pos,%Neg,%Neu,sentiment,FilterOut(X),definition,idiom_id
stiff upper lip,https://en.wiktionary.org/wiki/stiff_upper_lip,3,0,7,0,10,0.3,0.0,0.7,other,,"The quality of being resolute and showing self-restraint, stereotypically associated with the British; especially as keep a stiff upper lip.",
stir-crazy,https://en.wiktionary.org/wiki/stir-crazy,0,8,2,0,10,0.0,0.8,0.2,negative,,,
stock still,https://en.wiktionary.org/wiki/stock_still,0,2,8,0,10,0.0,0.2,0.8,other,,,
stone cold,https://en.wiktionary.org/wiki/stone_cold,0,6,4,0,10,0.0,0.6,0.4,negative,,Very cold; lacking any semblance of warmth. Certain; definite; obvious.,
stone dead,https://en.wiktionary.org/wiki/stone_dead,0,7,3,0,10,0.0,0.7,0.3,negative,,Utterly dead.,
stone's throw,https://en.wiktionary.org/wiki/stone's_throw,1,0,9,0,10,0.1,0.0,0.9,other,,"A short distance, roughly equivalent to how far a person can throw a stone.",
stop and smell the roses,https://en.wiktionary.org/wiki/stop_and_smell_the_roses,9,0,1,0,10,0.9,0.0,0.1,positive,,To relax; to take time out of one's busy schedule to enjoy or appreciate the beauty of life.,
stop at nothing,https://en.wiktionary.org/wiki/stop_at_nothing,3,3,4,0,10,0.3,0.3,0.4,other,,"To take any measures to do or achieve something, especially if it involves great risk or danger; to do everything in one's power.",
store away,https://en.wiktionary.org/wiki/store_away,0,0,10,0,10,0.0,0.0,1.0,other,,"To keep a supply of something, in a place or container.",
store up,https://en.wiktionary.org/wiki/store_up,1,0,9,0,10,0.1,0.0,0.9,other,,,
storm off,https://en.wiktionary.org/wiki/storm_off,0,10,0,0,10,0.0,1.0,0.0,negative,,to leave somewhere angrily,
straight and narrow,https://en.wiktionary.org/wiki/straight_and_narrow,6,0,4,0,10,0.6,0.0,0.4,positive,,,
straight arrow,https://en.wiktionary.org/wiki/straight_arrow,6,0,4,0,10,0.6,0.0,0.4,positive,,A person of conventional morality,
straight away,https://en.wiktionary.org/wiki/straight_away,1,0,9,0,10,0.1,0.0,0.9,other,,Very soon; quickly; immediately.,
straight face,https://en.wiktionary.org/wiki/straight_face,0,0,10,0,10,0.0,0.0,1.0,other,,"A face that is expressionless, especially not laughing.",
straight man,https://en.wiktionary.org/wiki/straight_man,1,0,9,0,10,0.1,0.0,0.9,other,,of a team of comic performers who plays a supporting role by helping to set up jokes and punch lines through engaging in dialog with another comedian playing a more eccentric or otherwise more interesting character; a foil who plays such a role in theatrical comedy.,
straight shooter,https://en.wiktionary.org/wiki/straight_shooter,10,0,0,0,10,1.0,0.0,0.0,positive,,"A person who is honest and forthright. A person who is blunt, sometimes to the point of being harsh or offensive.",
straighten out,https://en.wiktionary.org/wiki/straighten_out,9,0,1,0,10,0.9,0.0,0.1,positive,,To correct or rectify. To eliminate confusion from or concerning. To correct; to stop doing something wrong.,
strange bedfellows,https://en.wiktionary.org/wiki/strange_bedfellows,0,1,9,0,10,0.0,0.1,0.9,other,,An unusual combination or political alliance.,
straw poll,https://en.wiktionary.org/wiki/straw_poll,0,0,10,0,10,0.0,0.0,1.0,other,,"A survey of opinion or a vote that is nonbinding, unofficial, casual, or ad hoc.",
street appeal,https://en.wiktionary.org/wiki/street_appeal,4,0,6,0,10,0.4,0.0,0.6,other,,Curb appeal.,
streets ahead,https://en.wiktionary.org/wiki/streets_ahead,8,0,2,0,10,0.8,0.0,0.2,positive,,Far superior; much better or more advanced.,
streets behind,https://en.wiktionary.org/wiki/streets_behind,0,6,4,0,10,0.0,0.6,0.4,negative,,"far inferior, much lesser",
stretch one's legs,https://en.wiktionary.org/wiki/stretch_one's_legs,0,0,10,0,10,0.0,0.0,1.0,other,,"To walk about, especially after prolonged time sitting or lying down. Polish: rozprostować kości",
stretch the truth,https://en.wiktionary.org/wiki/stretch_the_truth,0,5,5,0,10,0.0,0.5,0.5,negative,,"To exaggerate, often to the point where the truth is obscured or lost.",
strike a blow,https://en.wiktionary.org/wiki/strike_a_blow,2,5,3,0,10,0.2,0.5,0.3,negative,,To hit; to successfully land a hit.,
strike a chord,https://en.wiktionary.org/wiki/strike_a_chord,5,0,5,0,10,0.5,0.0,0.5,positive,,"To elicit a significant reaction, especially one which is favorable or sympathetic. To convey a feeling or meaning which someone personally internalizes and takes to heart.",
strike it rich,https://en.wiktionary.org/wiki/strike_it_rich,10,0,0,0,10,1.0,0.0,0.0,positive,,To become rich suddenly and unexpectedly.,
strike through,https://en.wiktionary.org/wiki/strike_through,1,1,8,0,10,0.1,0.1,0.8,other,,,
strike up,https://en.wiktionary.org/wiki/strike_up,0,0,10,0,10,0.0,0.0,1.0,other,,"To start something with somebody else, such as a conversation or relationship. To start something, usually playing live music.",
strike while the iron is hot,https://en.wiktionary.org/wiki/strike_while_the_iron_is_hot,7,0,3,0,10,0.7,0.0,0.3,positive,,To act on an opportunity promptly while favorable conditions exist; to avoid waiting.,
string attached,https://en.wiktionary.org/wiki/string_attached,0,2,8,0,10,0.0,0.2,0.8,other,,A condition.,
string of pearls,https://en.wiktionary.org/wiki/string_of_pearls,2,0,8,0,10,0.2,0.0,0.8,other,,,
string to one's bow,https://en.wiktionary.org/wiki/string_to_one's_bow,6,0,4,0,10,0.6,0.0,0.4,positive,,"A skill, ability or resource. A lover, paramour or suitor.",
strings attached,https://en.wiktionary.org/wiki/strings_attached,0,7,3,0,10,0.0,0.7,0.3,negative,,"Unstated or downplayed catches, limitations, caveats, restrictions, or requirements.",
strip off,https://en.wiktionary.org/wiki/strip_off,0,4,6,0,10,0.0,0.4,0.6,other,,"To remove all of one's clothes (or sometimes to remove all except underclothes, or figuratively).",
strut one's stuff,https://en.wiktionary.org/wiki/strut_one's_stuff,5,3,2,0,10,0.5,0.3,0.2,positive,,"To behave or perform in a showy or ostentatious manner, as if to impress others; to show off.",
stub out,https://en.wiktionary.org/wiki/stub_out,0,4,6,0,10,0.0,0.4,0.6,other,,To eradicate.,
stuck on,https://en.wiktionary.org/wiki/stuck_on,4,3,3,0,10,0.4,0.3,0.3,positive,,Infatuated with; romantically attracted to; in love with. Fascinated by; enchanted by. Puzzled or stumped by.,
stuck up,https://en.wiktionary.org/wiki/stuck_up,2,7,1,0,10,0.2,0.7,0.1,negative,,"snobbish, conceited; believing oneself to be better than others, usually because of abundant success; haughty; arrogant or egotistical. jammed; stuck and unable to move.",
stuff it,https://en.wiktionary.org/wiki/stuff_it,0,3,7,0,10,0.0,0.3,0.7,other,,An expression of indifference or nonchalance.,
stuff up,https://en.wiktionary.org/wiki/stuff_up,0,8,2,0,10,0.0,0.8,0.2,negative,,,
stuff you,https://en.wiktionary.org/wiki/stuff_you,0,8,0,2,10,0.0,0.8,0.0,negative,,Used in place of fuck you.,
stumbling block,https://en.wiktionary.org/wiki/stumbling_block,0,10,0,0,10,0.0,1.0,0.0,negative,,"A hindrance, obstacle or impediment; an opportunity for error.",
stumbling-block,https://en.wiktionary.org/wiki/stumbling-block,0,8,2,0,10,0.0,0.8,0.2,negative,,Alternative spelling of stumbling block,
stump up,https://en.wiktionary.org/wiki/stump_up,0,0,10,0,10,0.0,0.0,1.0,other,,,
such-and-such,https://en.wiktionary.org/wiki/such-and-such,0,0,10,0,10,0.0,0.0,1.0,other,,,
suck in,https://en.wiktionary.org/wiki/suck_in,1,5,4,0,10,0.1,0.5,0.4,negative,,,
suck it,https://en.wiktionary.org/wiki/suck_it,0,8,0,2,10,0.0,0.8,0.0,negative,,used to taunt or deny sympathy for a listener's misfortune.,
suck it up,https://en.wiktionary.org/wiki/suck_it_up,3,3,3,1,10,0.3,0.3,0.3,positive,,"To put up with something; to deal with something, such as pain or misfortune, without complaining.",
suck out,https://en.wiktionary.org/wiki/suck_out,4,1,5,0,10,0.4,0.1,0.5,other,,,
sucker punch,https://en.wiktionary.org/wiki/sucker_punch,0,6,4,0,10,0.0,0.6,0.4,negative,,"An unexpected punch or similar blow. A disabling punch targeting a place which is not normally acceptable in a ""fair fight"", such as on the back of the head. To deliver an unexpected blow.",
sudden death,https://en.wiktionary.org/wiki/sudden_death,0,8,2,0,10,0.0,0.8,0.2,negative,,,
suffer fools gladly,https://en.wiktionary.org/wiki/suffer_fools_gladly,0,7,3,0,10,0.0,0.7,0.3,negative,,To be tolerant of stupidity or incompetence in other people.,
sugar coated,https://en.wiktionary.org/wiki/sugar_coated,5,2,3,0,10,0.5,0.2,0.3,positive,,"Alternative spelling of sugarcoated (altered to seem better than it really is, made more attractive.)",
sum up,https://en.wiktionary.org/wiki/sum_up,0,0,10,0,10,0.0,0.0,1.0,other,,,
summer and winter,https://en.wiktionary.org/wiki/summer_and_winter,1,0,9,0,10,0.1,0.0,0.9,other,,To spend extended periods of time with; to test. To endure.,
supposed to,https://en.wiktionary.org/wiki/supposed_to,0,1,9,0,10,0.0,0.1,0.9,other,,"To be required to, ought to, expected to To be permitted to. To be expected to;  to be capable of (used to indicate that an expectation is impossible or unreasonable in the context). To intended to; to be expected to; to believed to.",
sure enough,https://en.wiktionary.org/wiki/sure_enough,3,0,7,0,10,0.3,0.0,0.7,other,,Just as one would expect.,
surprise surprise,https://en.wiktionary.org/wiki/surprise_surprise,0,3,7,0,10,0.0,0.3,0.7,other,,,
suspend one's disbelief,https://en.wiktionary.org/wiki/suspend_one's_disbelief,4,0,6,0,10,0.4,0.0,0.6,other,,"To willingly accept the premise of a story or work of art, usually for the sake of enjoying it.",
swaddling clothes,https://en.wiktionary.org/wiki/swaddling_clothes,0,0,10,0,10,0.0,0.0,1.0,other,,"An early period in development, infancy, the beginnings of something; inception.",
swallow one's pride,https://en.wiktionary.org/wiki/swallow_one's_pride,6,0,4,0,10,0.6,0.0,0.4,positive,,To set aside one's feelings of pride and adopt a more humble or appropriate stance.,
swan song,https://en.wiktionary.org/wiki/swan_song,3,0,7,0,10,0.3,0.0,0.7,other,,"A final performance or accomplishment, especially one before retirement.",
swear by,https://en.wiktionary.org/wiki/swear_by,6,0,4,0,10,0.6,0.0,0.4,positive,,To trust wholeheartedly.,
swear off,https://en.wiktionary.org/wiki/swear_off,2,1,7,0,10,0.2,0.1,0.7,other,,"To quit or cease completely, or to promise to quit, as a bad habit.",
sweat equity,https://en.wiktionary.org/wiki/sweat_equity,3,0,7,0,10,0.3,0.0,0.7,other,,"An investment of labour, typically by the owner and often his or her family, usually in a small business or personal residence that increases the value of the business or residence.",
sweep aside,https://en.wiktionary.org/wiki/sweep_aside,3,1,6,0,10,0.3,0.1,0.6,other,,"To overcome an obstacle with little effort. To ignore, brush off.",
sweep away,https://en.wiktionary.org/wiki/sweep_away,0,5,5,0,10,0.0,0.5,0.5,negative,,"To overwhelm someone emotionally; sweep someone off their feet. to completely destroy, to annihilate",
sweep out,https://en.wiktionary.org/wiki/sweep_out,0,4,6,0,10,0.0,0.4,0.6,other,,to remove someone from a place (where they are not wanted),
sweet as,https://en.wiktionary.org/wiki/sweet_as,9,0,1,0,10,0.9,0.0,0.1,positive,,,
sweet cherry,https://en.wiktionary.org/wiki/sweet_cherry,3,0,7,0,10,0.3,0.0,0.7,other,,,
sweet dreams,https://en.wiktionary.org/wiki/sweet_dreams,10,0,0,0,10,1.0,0.0,0.0,positive,,"Said to someone before they fall asleep, wishing them a good sleep.",
sweet nothings,https://en.wiktionary.org/wiki/sweet_nothings,0,2,8,0,10,0.0,0.2,0.8,other,,"Insubstantial or romantic words that are only meant to flatter, woo, or seduce.",
sweet on,https://en.wiktionary.org/wiki/sweet_on,9,0,1,0,10,0.9,0.0,0.1,positive,,,
sweet tooth,https://en.wiktionary.org/wiki/sweet_tooth,5,0,5,0,10,0.5,0.0,0.5,positive,,A liking for foods that are sweet; a weakness for sweets. Someone with a liking for sweet foods.,
sweeten the pot,https://en.wiktionary.org/wiki/sweeten_the_pot,8,0,2,0,10,0.8,0.0,0.2,positive,,To increase a wager. To make something more desirable.,
sweetheart deal,https://en.wiktionary.org/wiki/sweetheart_deal,9,0,1,0,10,0.9,0.0,0.1,positive,,"A transaction, contract, or other agreement in which one party provides particularly favorable terms to the other, especially in suspicious circumstances.",
sweetness and light,https://en.wiktionary.org/wiki/sweetness_and_light,10,0,0,0,10,1.0,0.0,0.0,positive,,"That which is good, pleasant, pure, etc.",
swell up,https://en.wiktionary.org/wiki/swell_up,0,3,7,0,10,0.0,0.3,0.7,other,,To become swollen,
swim upstream,https://en.wiktionary.org/wiki/swim_upstream,0,9,1,0,10,0.0,0.9,0.1,negative,,To opt for a difficult course of action when a simpler or safer alternative is available; to make an unwise decision against sound advice.,
swing for the fences,https://en.wiktionary.org/wiki/swing_for_the_fences,2,2,6,0,10,0.2,0.2,0.6,other,,"To do something extremely ambitious, especially rashly.",
swing of things,https://en.wiktionary.org/wiki/swing_of_things,3,0,7,0,10,0.3,0.0,0.7,other,,The normal flow and rhythm of daily life or of activities in a specific field.,
swing state,https://en.wiktionary.org/wiki/swing_state,0,0,10,0,10,0.0,0.0,1.0,other,,,
swing through,https://en.wiktionary.org/wiki/swing_through,1,3,6,0,10,0.1,0.3,0.6,other,,To swing and miss at a pitch.,
swings and roundabouts,https://en.wiktionary.org/wiki/swings_and_roundabouts,0,0,10,0,10,0.0,0.0,1.0,other,,,
switch off,https://en.wiktionary.org/wiki/switch_off,0,3,7,0,10,0.0,0.3,0.7,other,,"To lose interest, and start thinking about something else. To alternate between; to trade.",
switch on,https://en.wiktionary.org/wiki/switch_on,1,0,9,0,10,0.1,0.0,0.9,other,,To change one's expression or appearance as if by turning a switch.,
switch-hitter,https://en.wiktionary.org/wiki/switch-hitter,0,0,9,1,10,0.0,0.0,0.9,other,,,
table talk,https://en.wiktionary.org/wiki/table_talk,1,2,7,0,10,0.1,0.2,0.7,other,,"Conversation, especially of an informal or somewhat gossipy nature, among a group seated together for a meal or other social activity.",
tag along,https://en.wiktionary.org/wiki/tag_along,0,0,10,0,10,0.0,0.0,1.0,other,,"To accompany, join, or follow; to go with.",
tag team,https://en.wiktionary.org/wiki/tag_team,0,0,10,0,10,0.0,0.0,1.0,other,,,
tail between one's legs,https://en.wiktionary.org/wiki/tail_between_one's_legs,0,9,1,0,10,0.0,0.9,0.1,negative,,,
tail wagging the dog,https://en.wiktionary.org/wiki/tail_wagging_the_dog,0,1,9,0,10,0.0,0.1,0.9,other,,A minor or secondary part of something controlling or dominating the whole or the main part.,
take a back seat,https://en.wiktionary.org/wiki/take_a_back_seat,0,6,4,0,10,0.0,0.6,0.4,negative,,To adopt a position of noninvolvement. To be second to someone or something; to be less important or have a lower priority.,
take a bath,https://en.wiktionary.org/wiki/take_a_bath,0,3,7,0,10,0.0,0.3,0.7,other,,To lose a large amount of money in an investment.,
take a bite,https://en.wiktionary.org/wiki/take_a_bite,0,0,10,0,10,0.0,0.0,1.0,other,,"To eat a quick, light snack.",
take a bow,https://en.wiktionary.org/wiki/take_a_bow,4,0,6,0,10,0.4,0.0,0.6,other,,"To accept praise, as performers in a theater at the end of their act. To end a performance; to leave. To take credit or blame for a particular outcome or circumstance.",
take a breath,https://en.wiktionary.org/wiki/take_a_breath,2,0,8,0,10,0.2,0.0,0.8,other,,to inhale and subsequently exhale air to pause or rest after strenuous activity to calm down,
take a breather,https://en.wiktionary.org/wiki/take_a_breather,5,0,5,0,10,0.5,0.0,0.5,positive,,To take a break; to pause or relax briefly.,
take a bullet,https://en.wiktionary.org/wiki/take_a_bullet,3,4,3,0,10,0.3,0.4,0.3,negative,,To purposely receive a gunshot that was intended for another.,
take a chance,https://en.wiktionary.org/wiki/take_a_chance,0,3,7,0,10,0.0,0.3,0.7,other,,"To risk doing something; to try something risky. Finnish: riskeerata (fi), pelata upporikasta ja rutiköyhää (idiomatic)",
take a crack at,https://en.wiktionary.org/wiki/take_a_crack_at,1,0,9,0,10,0.1,0.0,0.9,other,,To attempt or try.,
take a dim view of,https://en.wiktionary.org/wiki/take_a_dim_view_of,0,10,0,0,10,0.0,1.0,0.0,negative,,"To dislike; to regard with skepticism, disbelief, disfavor, etc.",
take a dive,https://en.wiktionary.org/wiki/take_a_dive,0,5,5,0,10,0.0,0.5,0.5,negative,,To feign a knockout in order to lose intentionally. To lose or fail intentionally.,
take a gamble,https://en.wiktionary.org/wiki/take_a_gamble,1,1,8,0,10,0.1,0.1,0.8,other,,To try something risky.,
